USER_ID,PRODUCT_GROUP_ID,LAST_GIVEN_RATING,RATING_SCORE
IDXXX00096,GRPXXX10096,RED,1
IDXXX00097,GRPXXX10097,RED,1
IDXXX00098,GRPXXX10098,RED,1
IDXXX00099,GRPXXX10099,RED,1
IDXXX00100,GRPXXX10100,RED,1
IDXXX00101,GRPXXX10101,RED,1
IDXXX00102,GRPXXX10102,RED,1
IDXXX00103,GRPXXX10103,RED,1
IDXXX00104,GRPXXX10104,RED,1
IDXXX00105,GRPXXX10105,RED,1
IDXXX00106,GRPXXX10106,RED,1
IDXXX00107,GRPXXX10107,RED,1
IDXXX00108,GRPXXX10108,RED,1
IDXXX00109,GRPXXX10109,RED,1
IDXXX00110,GRPXXX10110,RED,1
IDXXX00111,GRPXXX10111,RED,1
IDXXX00112,GRPXXX10112,RED,1
IDXXX00113,GRPXXX10113,RED,1
IDXXX00114,GRPXXX10114,RED,1
IDXXX00115,GRPXXX10115,RED,1
IDXXX00116,GRPXXX10116,RED,1
IDXXX00117,GRPXXX10117,RED,1
IDXXX00118,GRPXXX10118,RED,1
IDXXX00119,GRPXXX10119,RED,1
IDXXX00120,GRPXXX10120,RED,1
IDXXX00121,GRPXXX10121,RED,1
IDXXX00122,GRPXXX10122,RED,1
IDXXX00123,GRPXXX10123,RED,1
IDXXX00124,GRPXXX10124,RED,1
IDXXX00125,GRPXXX10125,RED,1
IDXXX00126,GRPXXX10126,RED,1
IDXXX00127,GRPXXX10127,RED,1
IDXXX00128,GRPXXX10128,RED,1
IDXXX00129,GRPXXX10129,RED,1
IDXXX00130,GRPXXX10130,RED,1
IDXXX00131,GRPXXX10131,RED,1
IDXXX00132,GRPXXX10132,RED,1
IDXXX00133,GRPXXX10133,RED,1
IDXXX00134,GRPXXX10134,RED,1
IDXXX00135,GRPXXX10135,RED,1
IDXXX00136,GRPXXX10136,RED,1
IDXXX00137,GRPXXX10137,RED,1
IDXXX00138,GRPXXX10138,RED,1
IDXXX00139,GRPXXX10139,RED,1
IDXXX00140,GRPXXX10140,RED,1
IDXXX00141,GRPXXX10141,RED,1
IDXXX00142,GRPXXX10142,RED,1
IDXXX00143,GRPXXX10143,RED,1
IDXXX00144,GRPXXX10144,RED,1
IDXXX00145,GRPXXX10145,RED,1
IDXXX00146,GRPXXX10146,RED,1
IDXXX00147,GRPXXX10147,RED,1
IDXXX00148,GRPXXX10148,RED,1
IDXXX00149,GRPXXX10149,RED,1
IDXXX00150,GRPXXX10150,RED,1
IDXXX00151,GRPXXX10151,RED,1
IDXXX00152,GRPXXX10152,RED,1
IDXXX00153,GRPXXX10153,RED,1
IDXXX00154,GRPXXX10154,RED,1
IDXXX00155,GRPXXX10155,RED,1
IDXXX00156,GRPXXX10156,RED,1
IDXXX00157,GRPXXX10157,RED,1
IDXXX00158,GRPXXX10158,RED,1
IDXXX00159,GRPXXX10159,RED,1
IDXXX00160,GRPXXX10160,RED,1
IDXXX00161,GRPXXX10161,RED,1
IDXXX00162,GRPXXX10162,RED,1
IDXXX00163,GRPXXX10163,RED,1
IDXXX00164,GRPXXX10164,RED,1
IDXXX00165,GRPXXX10165,RED,1
IDXXX00166,GRPXXX10166,RED,1
IDXXX00167,GRPXXX10167,RED,1
IDXXX00168,GRPXXX10168,RED,1
IDXXX00169,GRPXXX10169,RED,1
IDXXX00170,GRPXXX10170,RED,1
IDXXX00171,GRPXXX10171,RED,1
IDXXX00172,GRPXXX10172,RED,1
IDXXX00173,GRPXXX10173,RED,1
IDXXX00174,GRPXXX10174,RED,1
IDXXX00175,GRPXXX10175,RED,1
IDXXX00176,GRPXXX10176,RED,1
IDXXX00177,GRPXXX10177,RED,1
IDXXX00178,GRPXXX10178,RED,1
IDXXX00179,GRPXXX10179,RED,1
IDXXX00180,GRPXXX10180,RED,1
IDXXX00181,GRPXXX10181,RED,1
IDXXX00182,GRPXXX10182,RED,1
IDXXX00183,GRPXXX10183,RED,1
IDXXX00184,GRPXXX10184,RED,1
IDXXX00185,GRPXXX10185,RED,1
IDXXX00186,GRPXXX10186,RED,1
IDXXX00187,GRPXXX10187,RED,1
IDXXX00188,GRPXXX10188,RED,1
IDXXX00189,GRPXXX10189,RED,1
IDXXX00190,GRPXXX10190,RED,1
IDXXX00191,GRPXXX10191,RED,1
IDXXX00192,GRPXXX10192,RED,1
IDXXX00193,GRPXXX10193,RED,1
IDXXX00194,GRPXXX10194,RED,1
IDXXX00195,GRPXXX10195,RED,1
IDXXX00196,GRPXXX10196,RED,1
IDXXX00197,GRPXXX10197,RED,1
IDXXX00198,GRPXXX10198,RED,1
IDXXX00199,GRPXXX10199,RED,1
IDXXX00200,GRPXXX10200,RED,1
IDXXX00201,GRPXXX10201,RED,1
IDXXX00202,GRPXXX10202,RED,1
IDXXX00203,GRPXXX10203,RED,1
IDXXX00204,GRPXXX10204,RED,1
IDXXX00205,GRPXXX10205,RED,1
IDXXX00206,GRPXXX10206,RED,1
IDXXX00207,GRPXXX10207,RED,1
IDXXX00208,GRPXXX10208,RED,1
IDXXX00209,GRPXXX10209,RED,1
IDXXX00210,GRPXXX10210,RED,1
IDXXX00211,GRPXXX10211,RED,1
IDXXX00212,GRPXXX10212,RED,1
IDXXX00213,GRPXXX10213,RED,1
IDXXX00214,GRPXXX10214,RED,1
IDXXX00215,GRPXXX10215,RED,1
IDXXX00216,GRPXXX10216,RED,1
IDXXX00217,GRPXXX10217,RED,1
IDXXX00218,GRPXXX10218,RED,1
IDXXX00219,GRPXXX10219,RED,1
IDXXX00220,GRPXXX10220,RED,1
IDXXX00221,GRPXXX10221,RED,1
IDXXX00222,GRPXXX10222,RED,1
IDXXX00223,GRPXXX10223,RED,1
IDXXX00224,GRPXXX10224,RED,1
IDXXX00225,GRPXXX10225,RED,1
IDXXX00226,GRPXXX10226,RED,1
IDXXX00227,GRPXXX10227,RED,1
IDXXX00228,GRPXXX10228,RED,1
IDXXX00229,GRPXXX10229,RED,1
IDXXX00230,GRPXXX10230,RED,1
IDXXX00231,GRPXXX10231,RED,1
IDXXX00232,GRPXXX10232,RED,1
IDXXX00233,GRPXXX10233,RED,1
IDXXX00234,GRPXXX10234,RED,1
IDXXX00235,GRPXXX10235,RED,1
IDXXX00236,GRPXXX10236,RED,1
IDXXX00237,GRPXXX10237,RED,1
IDXXX00238,GRPXXX10238,RED,1
IDXXX00239,GRPXXX10239,RED,1
IDXXX00240,GRPXXX10240,RED,1
IDXXX00241,GRPXXX10241,RED,1
IDXXX00242,GRPXXX10242,RED,1
IDXXX00243,GRPXXX10243,RED,1
IDXXX00244,GRPXXX10244,RED,1
IDXXX00245,GRPXXX10245,RED,1
IDXXX00246,GRPXXX10246,RED,1
IDXXX00247,GRPXXX10247,RED,1
IDXXX00248,GRPXXX10248,RED,1
IDXXX00249,GRPXXX10249,RED,1
IDXXX00250,GRPXXX10250,RED,1
IDXXX00251,GRPXXX10251,RED,1
IDXXX00252,GRPXXX10252,RED,1
IDXXX00253,GRPXXX10253,RED,1
IDXXX00254,GRPXXX10254,RED,1
IDXXX00255,GRPXXX10255,RED,1
IDXXX00256,GRPXXX10256,RED,1
IDXXX00257,GRPXXX10257,RED,1
IDXXX00258,GRPXXX10258,RED,1
IDXXX00259,GRPXXX10259,RED,1
IDXXX00260,GRPXXX10260,RED,1
IDXXX00261,GRPXXX10261,RED,1
IDXXX00262,GRPXXX10262,RED,1
IDXXX00263,GRPXXX10263,RED,1
IDXXX00264,GRPXXX10264,RED,1
IDXXX00265,GRPXXX10265,RED,1
IDXXX00266,GRPXXX10266,RED,1
IDXXX00267,GRPXXX10267,RED,1
IDXXX00268,GRPXXX10268,RED,1
IDXXX00269,GRPXXX10269,RED,1
IDXXX00270,GRPXXX10270,RED,1
IDXXX00271,GRPXXX10271,RED,1
IDXXX00272,GRPXXX10272,RED,1
IDXXX00273,GRPXXX10273,RED,1
IDXXX00274,GRPXXX10274,RED,1
IDXXX00275,GRPXXX10275,RED,1
IDXXX00276,GRPXXX10276,RED,1
IDXXX00277,GRPXXX10277,RED,1
IDXXX00278,GRPXXX10278,RED,1
IDXXX00279,GRPXXX10279,RED,1
IDXXX00280,GRPXXX10280,RED,1
IDXXX00281,GRPXXX10281,RED,1
IDXXX00282,GRPXXX10282,RED,1
IDXXX00283,GRPXXX10283,RED,1
IDXXX00284,GRPXXX10284,RED,1
IDXXX00285,GRPXXX10285,RED,1
IDXXX00286,GRPXXX10286,RED,1
IDXXX00287,GRPXXX10287,RED,1
IDXXX00288,GRPXXX10288,RED,1
IDXXX00289,GRPXXX10289,RED,1
IDXXX00290,GRPXXX10290,RED,1
IDXXX00291,GRPXXX10291,RED,1
IDXXX00292,GRPXXX10292,RED,1
IDXXX00293,GRPXXX10293,RED,1
IDXXX00294,GRPXXX10294,RED,1
IDXXX00295,GRPXXX10295,RED,1
IDXXX00296,GRPXXX10296,RED,1
IDXXX00297,GRPXXX10297,RED,1
IDXXX00298,GRPXXX10298,RED,1
IDXXX00299,GRPXXX10299,RED,1
IDXXX00300,GRPXXX10300,RED,1
IDXXX00301,GRPXXX10301,RED,1
IDXXX00302,GRPXXX10302,RED,1
IDXXX00303,GRPXXX10303,RED,1
IDXXX00304,GRPXXX10304,RED,1
IDXXX00305,GRPXXX10305,RED,1
IDXXX00306,GRPXXX10306,RED,1
IDXXX00307,GRPXXX10307,RED,1
IDXXX00308,GRPXXX10308,RED,1
IDXXX00309,GRPXXX10309,RED,1
IDXXX00310,GRPXXX10310,RED,1
IDXXX00311,GRPXXX10311,RED,1
IDXXX00312,GRPXXX10312,RED,1
IDXXX00313,GRPXXX10313,RED,1
IDXXX00314,GRPXXX10314,RED,1
IDXXX00315,GRPXXX10315,RED,1
IDXXX00316,GRPXXX10316,RED,1
IDXXX00317,GRPXXX10317,RED,1
IDXXX00318,GRPXXX10318,RED,1
IDXXX00319,GRPXXX10319,RED,1
IDXXX00320,GRPXXX10320,RED,1
IDXXX00321,GRPXXX10321,RED,1
IDXXX00322,GRPXXX10322,RED,1
IDXXX00323,GRPXXX10323,RED,1
IDXXX00324,GRPXXX10324,RED,1
IDXXX00325,GRPXXX10325,RED,1
IDXXX00326,GRPXXX10326,RED,1
IDXXX00327,GRPXXX10327,RED,1
IDXXX00328,GRPXXX10328,RED,1
IDXXX00329,GRPXXX10329,RED,1
IDXXX00330,GRPXXX10330,RED,1
IDXXX00331,GRPXXX10331,RED,1
IDXXX00332,GRPXXX10332,RED,1
IDXXX00333,GRPXXX10333,AMBER,2
IDXXX00334,GRPXXX10334,AMBER,2
IDXXX00335,GRPXXX10335,AMBER,2
IDXXX00336,GRPXXX10336,AMBER,2
IDXXX00337,GRPXXX10337,AMBER,2
IDXXX00338,GRPXXX10338,AMBER,2
IDXXX00339,GRPXXX10339,AMBER,2
IDXXX00340,GRPXXX10340,AMBER,2
IDXXX00341,GRPXXX10341,AMBER,2
IDXXX00342,GRPXXX10342,AMBER,2
IDXXX00343,GRPXXX10343,AMBER,2
IDXXX00344,GRPXXX10344,AMBER,2
IDXXX00345,GRPXXX10345,AMBER,2
IDXXX00346,GRPXXX10346,AMBER,2
IDXXX00347,GRPXXX10347,AMBER,2
IDXXX00348,GRPXXX10348,AMBER,2
IDXXX00349,GRPXXX10349,AMBER,2
IDXXX00350,GRPXXX10350,AMBER,2
IDXXX00351,GRPXXX10351,AMBER,2
IDXXX00352,GRPXXX10352,AMBER,2
IDXXX00353,GRPXXX10353,AMBER,2
IDXXX00354,GRPXXX10354,AMBER,2
IDXXX00355,GRPXXX10355,AMBER,2
IDXXX00356,GRPXXX10356,AMBER,2
IDXXX00357,GRPXXX10357,AMBER,2
IDXXX00358,GRPXXX10358,AMBER,2
IDXXX00359,GRPXXX10359,AMBER,2
IDXXX00360,GRPXXX10360,AMBER,2
IDXXX00361,GRPXXX10361,AMBER,2
IDXXX00362,GRPXXX10362,AMBER,2
IDXXX00363,GRPXXX10363,AMBER,2
IDXXX00364,GRPXXX10364,AMBER,2
IDXXX00365,GRPXXX10365,AMBER,2
IDXXX00366,GRPXXX10366,AMBER,2
IDXXX00367,GRPXXX10367,AMBER,2
IDXXX00368,GRPXXX10368,AMBER,2
IDXXX00369,GRPXXX10369,AMBER,2
IDXXX00370,GRPXXX10370,AMBER,2
IDXXX00371,GRPXXX10371,AMBER,2
IDXXX00372,GRPXXX10372,AMBER,2
IDXXX00373,GRPXXX10373,AMBER,2
IDXXX00374,GRPXXX10374,AMBER,2
IDXXX00375,GRPXXX10375,AMBER,2
IDXXX00376,GRPXXX10376,AMBER,2
IDXXX00377,GRPXXX10377,AMBER,2
IDXXX00378,GRPXXX10378,AMBER,2
IDXXX00379,GRPXXX10379,AMBER,2
IDXXX00380,GRPXXX10380,AMBER,2
IDXXX00381,GRPXXX10381,AMBER,2
IDXXX00382,GRPXXX10382,AMBER,2
IDXXX00383,GRPXXX10383,AMBER,2
IDXXX00384,GRPXXX10384,AMBER,2
IDXXX00385,GRPXXX10385,AMBER,2
IDXXX00386,GRPXXX10386,AMBER,2
IDXXX00387,GRPXXX10387,AMBER,2
IDXXX00388,GRPXXX10388,AMBER,2
IDXXX00389,GRPXXX10389,AMBER,2
IDXXX00390,GRPXXX10390,AMBER,2
IDXXX00391,GRPXXX10391,AMBER,2
IDXXX00392,GRPXXX10392,AMBER,2
IDXXX00393,GRPXXX10393,AMBER,2
IDXXX00394,GRPXXX10394,AMBER,2
IDXXX00395,GRPXXX10395,AMBER,2
IDXXX00396,GRPXXX10396,AMBER,2
IDXXX00397,GRPXXX10397,AMBER,2
IDXXX00398,GRPXXX10398,AMBER,2
IDXXX00399,GRPXXX10399,AMBER,2
IDXXX00400,GRPXXX10400,AMBER,2
IDXXX00401,GRPXXX10401,AMBER,2
IDXXX00402,GRPXXX10402,AMBER,2
IDXXX00403,GRPXXX10403,AMBER,2
IDXXX00404,GRPXXX10404,AMBER,2
IDXXX00405,GRPXXX10405,AMBER,2
IDXXX00406,GRPXXX10406,AMBER,2
IDXXX00407,GRPXXX10407,AMBER,2
IDXXX00408,GRPXXX10408,AMBER,2
IDXXX00409,GRPXXX10409,AMBER,2
IDXXX00410,GRPXXX10410,AMBER,2
IDXXX00411,GRPXXX10411,AMBER,2
IDXXX00412,GRPXXX10412,AMBER,2
IDXXX00413,GRPXXX10413,AMBER,2
IDXXX00414,GRPXXX10414,AMBER,2
IDXXX00415,GRPXXX10415,AMBER,2
IDXXX00416,GRPXXX10416,AMBER,2
IDXXX00417,GRPXXX10417,AMBER,2
IDXXX00418,GRPXXX10418,AMBER,2
IDXXX00419,GRPXXX10419,AMBER,2
IDXXX00420,GRPXXX10420,AMBER,2
IDXXX00421,GRPXXX10421,AMBER,2
IDXXX00422,GRPXXX10422,AMBER,2
IDXXX00423,GRPXXX10423,AMBER,2
IDXXX00424,GRPXXX10424,AMBER,2
IDXXX00425,GRPXXX10425,AMBER,2
IDXXX00426,GRPXXX10426,AMBER,2
IDXXX00427,GRPXXX10427,AMBER,2
IDXXX00428,GRPXXX10428,AMBER,2
IDXXX00429,GRPXXX10429,AMBER,2
IDXXX00430,GRPXXX10430,AMBER,2
IDXXX00431,GRPXXX10431,AMBER,2
IDXXX00432,GRPXXX10432,AMBER,2
IDXXX00433,GRPXXX10433,AMBER,2
IDXXX00434,GRPXXX10434,AMBER,2
IDXXX00435,GRPXXX10435,AMBER,2
IDXXX00436,GRPXXX10436,AMBER,2
IDXXX00437,GRPXXX10437,AMBER,2
IDXXX00438,GRPXXX10438,AMBER,2
IDXXX00439,GRPXXX10439,AMBER,2
IDXXX00440,GRPXXX10440,AMBER,2
IDXXX00441,GRPXXX10441,AMBER,2
IDXXX00442,GRPXXX10442,AMBER,2
IDXXX00443,GRPXXX10443,AMBER,2
IDXXX00444,GRPXXX10444,AMBER,2
IDXXX00445,GRPXXX10445,AMBER,2
IDXXX00446,GRPXXX10446,AMBER,2
IDXXX00447,GRPXXX10447,AMBER,2
IDXXX00448,GRPXXX10448,AMBER,2
IDXXX00449,GRPXXX10449,AMBER,2
IDXXX00450,GRPXXX10450,AMBER,2
IDXXX00451,GRPXXX10451,AMBER,2
IDXXX00452,GRPXXX10452,AMBER,2
IDXXX00453,GRPXXX10453,AMBER,2
IDXXX00454,GRPXXX10454,AMBER,2
IDXXX00455,GRPXXX10455,AMBER,2
IDXXX00456,GRPXXX10456,AMBER,2
IDXXX00457,GRPXXX10457,AMBER,2
IDXXX00458,GRPXXX10458,AMBER,2
IDXXX00459,GRPXXX10459,AMBER,2
IDXXX00460,GRPXXX10460,AMBER,2
IDXXX00461,GRPXXX10461,AMBER,2
IDXXX00462,GRPXXX10462,AMBER,2
IDXXX00463,GRPXXX10463,AMBER,2
IDXXX00464,GRPXXX10464,AMBER,2
IDXXX00465,GRPXXX10465,AMBER,2
IDXXX00466,GRPXXX10466,AMBER,2
IDXXX00467,GRPXXX10467,AMBER,2
IDXXX00468,GRPXXX10468,AMBER,2
IDXXX00469,GRPXXX10469,AMBER,2
IDXXX00470,GRPXXX10470,AMBER,2
IDXXX00471,GRPXXX10471,AMBER,2
IDXXX00472,GRPXXX10472,AMBER,2
IDXXX00473,GRPXXX10473,AMBER,2
IDXXX00474,GRPXXX10474,AMBER,2
IDXXX00475,GRPXXX10475,AMBER,2
IDXXX00476,GRPXXX10476,AMBER,2
IDXXX00477,GRPXXX10477,AMBER,2
IDXXX00478,GRPXXX10478,AMBER,2
IDXXX00479,GRPXXX10479,AMBER,2
IDXXX00480,GRPXXX10480,AMBER,2
IDXXX00481,GRPXXX10481,AMBER,2
IDXXX00482,GRPXXX10482,AMBER,2
IDXXX00483,GRPXXX10483,AMBER,2
IDXXX00484,GRPXXX10484,AMBER,2
IDXXX00485,GRPXXX10485,AMBER,2
IDXXX00486,GRPXXX10486,AMBER,2
IDXXX00487,GRPXXX10487,AMBER,2
IDXXX00488,GRPXXX10488,AMBER,2
IDXXX00489,GRPXXX10489,AMBER,2
IDXXX00490,GRPXXX10490,AMBER,2
IDXXX00491,GRPXXX10491,AMBER,2
IDXXX00492,GRPXXX10492,AMBER,2
IDXXX00493,GRPXXX10493,AMBER,2
IDXXX00494,GRPXXX10494,AMBER,2
IDXXX00495,GRPXXX10495,AMBER,2
IDXXX00496,GRPXXX10496,AMBER,2
IDXXX00497,GRPXXX10497,AMBER,2
IDXXX00498,GRPXXX10498,AMBER,2
IDXXX00499,GRPXXX10499,AMBER,2
IDXXX00500,GRPXXX10500,AMBER,2
IDXXX00501,GRPXXX10501,AMBER,2
IDXXX00502,GRPXXX10502,AMBER,2
IDXXX00503,GRPXXX10503,AMBER,2
IDXXX00504,GRPXXX10504,AMBER,2
IDXXX00505,GRPXXX10505,AMBER,2
IDXXX00506,GRPXXX10506,AMBER,2
IDXXX00507,GRPXXX10507,AMBER,2
IDXXX00508,GRPXXX10508,AMBER,2
IDXXX00509,GRPXXX10509,AMBER,2
IDXXX00510,GRPXXX10510,AMBER,2
IDXXX00511,GRPXXX10511,AMBER,2
IDXXX00512,GRPXXX10512,AMBER,2
IDXXX00513,GRPXXX10513,AMBER,2
IDXXX00514,GRPXXX10514,AMBER,2
IDXXX00515,GRPXXX10515,AMBER,2
IDXXX00516,GRPXXX10516,AMBER,2
IDXXX00517,GRPXXX10517,AMBER,2
IDXXX00518,GRPXXX10518,AMBER,2
IDXXX00519,GRPXXX10519,AMBER,2
IDXXX00520,GRPXXX10520,AMBER,2
IDXXX00521,GRPXXX10521,AMBER,2
IDXXX00522,GRPXXX10522,AMBER,2
IDXXX00523,GRPXXX10523,AMBER,2
IDXXX00524,GRPXXX10524,AMBER,2
IDXXX00525,GRPXXX10525,AMBER,2
IDXXX00526,GRPXXX10526,AMBER,2
IDXXX00527,GRPXXX10527,AMBER,2
IDXXX00528,GRPXXX10528,AMBER,2
IDXXX00529,GRPXXX10529,AMBER,2
IDXXX00530,GRPXXX10530,AMBER,2
IDXXX00531,GRPXXX10531,AMBER,2
IDXXX00532,GRPXXX10532,AMBER,2
IDXXX00533,GRPXXX10533,AMBER,2
IDXXX00534,GRPXXX10534,AMBER,2
IDXXX00535,GRPXXX10535,AMBER,2
IDXXX00536,GRPXXX10536,AMBER,2
IDXXX00537,GRPXXX10537,AMBER,2
IDXXX00538,GRPXXX10538,AMBER,2
IDXXX00539,GRPXXX10539,AMBER,2
IDXXX00540,GRPXXX10540,AMBER,2
IDXXX00541,GRPXXX10541,AMBER,2
IDXXX00542,GRPXXX10542,AMBER,2
IDXXX00543,GRPXXX10543,AMBER,2
IDXXX00544,GRPXXX10544,AMBER,2
IDXXX00545,GRPXXX10545,AMBER,2
IDXXX00546,GRPXXX10546,AMBER,2
IDXXX00547,GRPXXX10547,AMBER,2
IDXXX00548,GRPXXX10548,AMBER,2
IDXXX00549,GRPXXX10549,AMBER,2
IDXXX00550,GRPXXX10550,AMBER,2
IDXXX00551,GRPXXX10551,AMBER,2
IDXXX00552,GRPXXX10552,AMBER,2
IDXXX00553,GRPXXX10553,AMBER,2
IDXXX00554,GRPXXX10554,AMBER,2
IDXXX00555,GRPXXX10555,AMBER,2
IDXXX00556,GRPXXX10556,AMBER,2
IDXXX00557,GRPXXX10557,AMBER,2
IDXXX00558,GRPXXX10558,AMBER,2
IDXXX00559,GRPXXX10559,AMBER,2
IDXXX00560,GRPXXX10560,AMBER,2
IDXXX00561,GRPXXX10561,AMBER,2
IDXXX00562,GRPXXX10562,AMBER,2
IDXXX00563,GRPXXX10563,AMBER,2
IDXXX00564,GRPXXX10564,AMBER,2
IDXXX00565,GRPXXX10565,AMBER,2
IDXXX00566,GRPXXX10566,AMBER,2
IDXXX00567,GRPXXX10567,AMBER,2
IDXXX00568,GRPXXX10568,AMBER,2
IDXXX00569,GRPXXX10569,AMBER,2
IDXXX00570,GRPXXX10570,AMBER,2
IDXXX00571,GRPXXX10571,AMBER,2
IDXXX00572,GRPXXX10572,AMBER,2
IDXXX00573,GRPXXX10573,AMBER,2
IDXXX00574,GRPXXX10574,AMBER,2
IDXXX00575,GRPXXX10575,AMBER,2
IDXXX00576,GRPXXX10576,AMBER,2
IDXXX00577,GRPXXX10577,AMBER,2
IDXXX00578,GRPXXX10578,AMBER,2
IDXXX00579,GRPXXX10579,AMBER,2
IDXXX00580,GRPXXX10580,AMBER,2
IDXXX00581,GRPXXX10581,AMBER,2
IDXXX00582,GRPXXX10582,AMBER,2
IDXXX00583,GRPXXX10583,AMBER,2
IDXXX00584,GRPXXX10584,AMBER,2
IDXXX00585,GRPXXX10585,AMBER,2
IDXXX00586,GRPXXX10586,AMBER,2
IDXXX00587,GRPXXX10587,AMBER,2
IDXXX00588,GRPXXX10588,AMBER,2
IDXXX00589,GRPXXX10589,AMBER,2
IDXXX00590,GRPXXX10590,AMBER,2
IDXXX00591,GRPXXX10591,AMBER,2
IDXXX00592,GRPXXX10592,AMBER,2
IDXXX00593,GRPXXX10593,AMBER,2
IDXXX00594,GRPXXX10594,AMBER,2
IDXXX00595,GRPXXX10595,AMBER,2
IDXXX00596,GRPXXX10596,AMBER,2
IDXXX00597,GRPXXX10597,AMBER,2
IDXXX00598,GRPXXX10598,AMBER,2
IDXXX00599,GRPXXX10599,AMBER,2
IDXXX00600,GRPXXX10600,AMBER,2
IDXXX00601,GRPXXX10601,AMBER,2
IDXXX00602,GRPXXX10602,AMBER,2
IDXXX00603,GRPXXX10603,AMBER,2
IDXXX00604,GRPXXX10604,AMBER,2
IDXXX00605,GRPXXX10605,AMBER,2
IDXXX00606,GRPXXX10606,AMBER,2
IDXXX00607,GRPXXX10607,AMBER,2
